Match,Team,Bowler,Overs,Maidens,Runs,Wickets,Economy,Dots,Fours,Sixes,WD,NB,Matchlink
KKR vs SRH,SRH,Mitchell Starc,3.0,0,14,2,4.66,11,2,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-final-1426312/full-scorecard
KKR vs SRH,SRH,Vaibhav Arora,3.0,0,24,1,8.0,9,2,1,4,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-final-1426312/full-scorecard
KKR vs SRH,SRH,Harshit Rana,4.0,1,24,2,6.0,13,2,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-final-1426312/full-scorecard
KKR vs SRH,SRH,Sunil Narine,4.0,0,16,1,4.0,9,0,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-final-1426312/full-scorecard
KKR vs SRH,SRH,Andre Russell,2.3,0,19,3,7.6,7,1,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-final-1426312/full-scorecard
KKR vs SRH,SRH,Varun Chakravarthy,2.0,0,9,1,4.5,7,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-final-1426312/full-scorecard
SRH vs KKR,KKR,Bhuvneshwar Kumar,2.0,0,25,0,12.5,5,2,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-final-1426312/full-scorecard
SRH vs KKR,KKR,Pat Cummins,2.0,0,18,1,9.0,7,2,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-final-1426312/full-scorecard
SRH vs KKR,KKR,T Natarajan,2.0,0,29,0,14.5,2,4,1,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-final-1426312/full-scorecard
SRH vs KKR,KKR,Shahbaz Ahmed,2.3,0,22,1,8.8,7,1,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-final-1426312/full-scorecard
SRH vs KKR,KKR,Jaydev Unadkat,1.0,0,9,0,9.0,1,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-final-1426312/full-scorecard
SRH vs KKR,KKR,Aiden Markram,1.0,0,5,0,5.0,2,0,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-final-1426312/full-scorecard
RR vs SRH,SRH,Trent Boult,4.0,0,45,3,11.25,7,3,3,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-sunrisers-hyderabad-qualifier-2-1426311/full-scorecard
RR vs SRH,SRH,Ravichandran Ashwin,4.0,0,43,0,10.75,4,3,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-sunrisers-hyderabad-qualifier-2-1426311/full-scorecard
RR vs SRH,SRH,Sandeep Sharma,4.0,0,25,2,6.25,10,3,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-sunrisers-hyderabad-qualifier-2-1426311/full-scorecard
RR vs SRH,SRH,Avesh Khan,4.0,0,27,3,6.75,11,2,1,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-sunrisers-hyderabad-qualifier-2-1426311/full-scorecard
RR vs SRH,SRH,Yuzvendra Chahal,4.0,0,34,0,8.5,9,0,3,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-sunrisers-hyderabad-qualifier-2-1426311/full-scorecard
SRH vs RR,RR,Bhuvneshwar Kumar,3.0,0,33,0,11.0,7,4,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-sunrisers-hyderabad-qualifier-2-1426311/full-scorecard
SRH vs RR,RR,Pat Cummins,4.0,0,30,1,7.5,10,3,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-sunrisers-hyderabad-qualifier-2-1426311/full-scorecard
SRH vs RR,RR,T Natarajan,3.0,0,13,1,4.33,13,2,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-sunrisers-hyderabad-qualifier-2-1426311/full-scorecard
SRH vs RR,RR,Jaydev Unadkat,1.0,0,5,0,5.0,2,0,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-sunrisers-hyderabad-qualifier-2-1426311/full-scorecard
SRH vs RR,RR,Shahbaz Ahmed,4.0,0,23,3,5.75,13,2,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-sunrisers-hyderabad-qualifier-2-1426311/full-scorecard
SRH vs RR,RR,Abhishek Sharma,4.0,0,24,2,6.0,8,2,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-sunrisers-hyderabad-qualifier-2-1426311/full-scorecard
SRH vs RR,RR,Aiden Markram,1.0,0,10,0,10.0,2,0,1,0,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-sunrisers-hyderabad-qualifier-2-1426311/full-scorecard
RR vs RCB,RCB,Trent Boult,4.0,0,16,1,4.0,14,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-eliminator-1426310/full-scorecard
RR vs RCB,RCB,Sandeep Sharma,4.0,0,48,1,12.0,3,5,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-eliminator-1426310/full-scorecard
RR vs RCB,RCB,Avesh Khan,4.0,0,44,3,11.0,6,5,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-eliminator-1426310/full-scorecard
RR vs RCB,RCB,Ravichandran Ashwin,4.0,0,19,2,4.75,9,0,0,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-eliminator-1426310/full-scorecard
RR vs RCB,RCB,Yuzvendra Chahal,4.0,0,43,1,10.75,7,2,4,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-eliminator-1426310/full-scorecard
RCB vs RR,RR,Swapnil Singh,2.0,0,19,0,9.5,4,2,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-eliminator-1426310/full-scorecard
RCB vs RR,RR,Mohammed Siraj,4.0,0,33,2,8.25,7,4,0,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-eliminator-1426310/full-scorecard
RCB vs RR,RR,Yash Dayal,3.0,0,37,0,12.33,5,8,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-eliminator-1426310/full-scorecard
RCB vs RR,RR,Lockie Ferguson,4.0,0,37,1,9.25,9,3,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-eliminator-1426310/full-scorecard
RCB vs RR,RR,Karn Sharma,2.0,0,19,1,9.5,1,2,0,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-eliminator-1426310/full-scorecard
RCB vs RR,RR,Cameron Green,4.0,0,28,1,7.0,9,1,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-eliminator-1426310/full-scorecard
KKR vs SRH,SRH,Mitchell Starc,4.0,0,34,3,8.5,11,5,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-1-1426309/full-scorecard
KKR vs SRH,SRH,Vaibhav Arora,2.0,0,17,1,8.5,5,1,0,2,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-1-1426309/full-scorecard
KKR vs SRH,SRH,Harshit Rana,4.0,0,27,1,6.75,9,2,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-1-1426309/full-scorecard
KKR vs SRH,SRH,Sunil Narine,4.0,0,40,1,10.0,7,2,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-1-1426309/full-scorecard
KKR vs SRH,SRH,Andre Russell,1.3,0,15,1,10.0,2,2,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-1-1426309/full-scorecard
KKR vs SRH,SRH,Varun Chakravarthy,4.0,0,26,2,6.5,9,1,1,1,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-1-1426309/full-scorecard
SRH vs KKR,KKR,Bhuvneshwar Kumar,3.0,0,28,0,9.33,9,4,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-1-1426309/full-scorecard
SRH vs KKR,KKR,Pat Cummins,3.0,0,38,1,12.66,6,5,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-1-1426309/full-scorecard
SRH vs KKR,KKR,T Natarajan,3.0,0,22,1,7.33,11,3,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-1-1426309/full-scorecard
SRH vs KKR,KKR,Vijayakanth Viyaskanth,2.0,0,22,0,11.0,1,0,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-1-1426309/full-scorecard
SRH vs KKR,KKR,Travis Head,1.4,0,32,0,19.2,2,3,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-1-1426309/full-scorecard
SRH vs KKR,KKR,Nitish Kumar Reddy,1.0,0,13,0,13.0,1,1,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/kolkata-knight-riders-vs-sunrisers-hyderabad-qualifier-1-1426309/full-scorecard
SRH vs PBKS,PBKS,Bhuvneshwar Kumar,4.0,0,36,0,9.0,8,4,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-punjab-kings-69th-match-1426307/full-scorecard
SRH vs PBKS,PBKS,Pat Cummins,4.0,0,36,1,9.0,7,4,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-punjab-kings-69th-match-1426307/full-scorecard
SRH vs PBKS,PBKS,T Natarajan,4.0,0,33,2,8.25,8,3,1,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-punjab-kings-69th-match-1426307/full-scorecard
SRH vs PBKS,PBKS,Vijayakanth Viyaskanth,4.0,0,37,1,9.25,10,2,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-punjab-kings-69th-match-1426307/full-scorecard
SRH vs PBKS,PBKS,Shahbaz Ahmed,1.0,0,13,0,13.0,1,1,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-punjab-kings-69th-match-1426307/full-scorecard
SRH vs PBKS,PBKS,Nitish Kumar Reddy,3.0,0,54,0,18.0,2,3,5,2,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-punjab-kings-69th-match-1426307/full-scorecard
PBKS vs SRH,SRH,Arshdeep Singh,4.0,0,37,2,9.25,10,5,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-punjab-kings-69th-match-1426307/full-scorecard
PBKS vs SRH,SRH,Rishi Dhawan,3.0,0,35,0,11.66,5,2,3,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-punjab-kings-69th-match-1426307/full-scorecard
PBKS vs SRH,SRH,Harshal Patel,4.0,0,49,2,12.25,6,5,2,2,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-punjab-kings-69th-match-1426307/full-scorecard
PBKS vs SRH,SRH,Rahul Chahar,4.0,0,43,0,10.75,6,1,4,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-punjab-kings-69th-match-1426307/full-scorecard
PBKS vs SRH,SRH,Harpreet Brar,3.0,0,36,1,12.0,7,0,4,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-punjab-kings-69th-match-1426307/full-scorecard
PBKS vs SRH,SRH,Shashank Singh,1.0,0,5,1,5.0,1,0,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-punjab-kings-69th-match-1426307/full-scorecard
